"Gene_Order"	"Gene_EntrezID"	"N_HitLists"	"DE_Prior_Rank"	"Gene_Name"
"5547"	5091	17	0.710723972459837	"PC"
"5548"	387751	16	0.710645733361152	"GVINP1"
"5549"	924	18	0.710645733361152	"CD7"
"5550"	64922	13	0.710567494262466	"LRRC19"
"5551"	9545	21	0.710515334863342	"RAB3D"
"5552"	85007	13	0.710463175464219	"PHYKPL"
"5553"	2700	21	0.710384936365533	"GJA3"
"5554"	1962	19	0.710384936365533	"EHHADH"
"5555"	57650	20	0.710306697266847	"KIAA1524"
"5556"	7982	21	0.710254537867724	"ST7"
"5557"	255798	8	0.7102023784686	"SMCO1"
"5558"	29974	17	0.710124139369914	"A1CF"
"5559"	3903	21	0.710124139369914	"LAIR1"
"5560"	6470	22	0.710045900271229	"SHMT1"
"5561"	84142	18	0.709993740872105	"FAM175A"
"5562"	8718	23	0.70991550177342	"TNFRSF25"
"5563"	5686	18	0.70991550177342	"PSMA5"
"5564"	6434	17	0.709837262674734	"TRA2B"
"5565"	23603	22	0.709759023576048	"CORO1C"
"5566"	8120	17	0.709759023576048	"AP3B2"
"5567"	168544	18	0.709680784477363	"ZNF467"
"5568"	387923	16	0.709628625078239	"SERP2"
"5569"	1235	16	0.709576465679115	"CCR6"
"5570"	770	20	0.709524306279992	"CA11"
"5571"	23492	20	0.709446067181306	"CBX7"
"5572"	23023	23	0.709446067181306	"TMCC1"
"5573"	649	20	0.70936782808262	"BMP1"
"5574"	94121	15	0.709289588983935	"SYTL4"
"5575"	23474	19	0.709289588983935	"ETHE1"
"5576"	146223	21	0.709211349885249	"CMTM4"
"5577"	29106	21	0.709159190486126	"SCG3"
"5578"	92747	10	0.70908095138744	"BPIFB1"
"5579"	3382	18	0.70908095138744	"ICA1"
"5580"	103352539	21	0.708976632589193	"LINC01410"
"5581"	100131755	27	0.708976632589193	"ARMCX4"
"5582"	1579	12	0.708898393490507	"CYP4A11"
"5583"	100505806	21	0.708820154391821	"SNHG18"
"5584"	8878	20	0.708820154391821	"SQSTM1"
"5585"	647087	15	0.70866367619445	"C7orf73"
"5586"	81693	15	0.70866367619445	"AMN"
"5587"	8444	11	0.70866367619445	"DYRK3"
"5588"	1179	11	0.70866367619445	"CLCA1"
"5589"	23365	21	0.708533277696641	"ARHGEF12"
"5590"	79019	23	0.708402879198832	"CENPM"
"5591"	27143	19	0.708402879198832	"PALD1"
"5592"	25966	22	0.708402879198832	"C2CD2"
"5593"	1027	15	0.708402879198832	"CDKN1B"
"5594"	7225	14	0.708272480701022	"TRPC6"
"5595"	51151	7	0.708194241602337	"SLC45A2"
"5596"	2915	14	0.708194241602337	"GRM5"
"5597"	6717	19	0.708116002503651	"SRI"
"5598"	79683	13	0.708037763404966	"ZDHHC14"
"5599"	22868	14	0.708037763404966	"FASTKD2"
"5600"	23007	23	0.70795952430628	"PLCH1"
"5601"	1749	18	0.707907364907156	"DLX5"
"5602"	1297	8	0.707855205508032	"COL9A1"
"5603"	441478	25	0.707803046108909	"NRARP"
"5604"	80131	16	0.707672647611099	"LRRC8E"
"5605"	23239	19	0.707672647611099	"PHLPP1"
"5606"	5111	15	0.707672647611099	"PCNA"
"5607"	867	20	0.707672647611099	"CBL"
"5608"	255403	22	0.70754224911329	"ZNF718"
"5609"	55630	21	0.707490089714166	"SLC39A4"
"5610"	6496	21	0.707437930315043	"SIX3"
"5611"	202333	18	0.707333611516795	"CMYA5"
"5612"	23109	15	0.707333611516795	"DDN"
"5613"	2907	12	0.707333611516795	"GRINA"
"5614"	101060691	15	0.707177133319424	"NUTM2B-AS1"
"5615"	10758	19	0.707177133319424	"TRAF3IP2"
"5616"	173	11	0.707177133319424	"AFM"
"5617"	84288	22	0.707046734821615	"EFCAB2"
"5618"	79725	19	0.707046734821615	"THAP9"
"5619"	51701	18	0.706916336323806	"NLK"
"5620"	51195	18	0.706916336323806	"RAPGEFL1"
"5621"	4148	14	0.706916336323806	"MATN3"
"5622"	138065	13	0.706812017525558	"RNF183"
"5623"	88455	18	0.706759858126434	"ANKRD13A"
"5624"	7094	19	0.706707698727311	"TLN1"
"5625"	29119	16	0.706655539328187	"CTNNA3"
"5626"	79853	12	0.706603379929063	"TM4SF20"
"5627"	84239	14	0.706551220529939	"ATP13A4"
"5628"	3315	25	0.706499061130816	"HSPB1"
"5629"	8777	23	0.706446901731692	"MPDZ"
"5630"	10912	15	0.706394742332568	"GADD45G"
"5631"	23376	16	0.706342582933445	"UFL1"
"5632"	54900	14	0.706290423534321	"LAX1"
"5633"	126820	14	0.706212184435635	"WDR63"
"5634"	26175	11	0.706212184435635	"TMEM251"
"5635"	90861	19	0.706107865637388	"HN1L"
"5636"	4240	18	0.706107865637388	"MFGE8"
"5637"	171425	20	0.706029626538702	"CLYBL"
"5638"	124961	22	0.705951387440017	"ZFP3"
"5639"	4107	8	0.705951387440017	"MAGEA8"
"5640"	57514	21	0.705873148341331	"ARHGAP31"
"5641"	90506	10	0.705794909242646	"LRRC46"
"5642"	51174	20	0.705794909242646	"TUBD1"
"5643"	55161	19	0.705612351345713	"TMEM33"
"5644"	10890	15	0.705612351345713	"RAB10"
"5645"	10549	19	0.705612351345713	"PRDX4"
"5646"	4635	13	0.705612351345713	"MYL4"
"5647"	4619	8	0.705612351345713	"MYH1"
"5648"	4828	18	0.705455873148341	"NMB"
"5649"	51715	24	0.705325474650532	"RAB23"
"5650"	10678	20	0.705325474650532	"B3GNT2"
"5651"	8475	16	0.705325474650532	"EPR1"
"5652"	2842	18	0.705325474650532	"GPR19"
"5653"	440515	22	0.705116837054037	"ZNF506"
"5654"	282618	9	0.705116837054037	"IFNL1"
"5655"	55766	25	0.705116837054037	"H2AFJ"
"5656"	6820	19	0.705116837054037	"SULT2B1"
"5657"	57471	18	0.704960358856666	"ERMN"
"5658"	9948	16	0.704960358856666	"WDR1"
"5659"	4583	14	0.70488211975798	"MUC2"
"5660"	114904	17	0.704803880659295	"C1QTNF6"
"5661"	50604	5	0.704803880659295	"IL20"
"5662"	221935	21	0.704725641560609	"SDK1"
"5663"	8458	20	0.704673482161486	"TTF2"
"5664"	79400	10	0.704621322762362	"NOX5"
"5665"	22987	12	0.704543083663676	"SV2C"
"5666"	1006	12	0.704543083663676	"CDH8"
"5667"	10842	14	0.704464844564991	"PPP1R17"
"5668"	116519	9	0.704412685165867	"APOA5"
"5669"	114899	17	0.704360525766743	"C1QTNF3"
"5670"	797	14	0.704308366367619	"CALCB"
"5671"	112885	25	0.704256206968496	"PHF21B"
"5672"	89122	19	0.70417796786981	"TRIM4"
"5673"	5276	9	0.70417796786981	"SERPINI2"
"5674"	54970	15	0.704099728771125	"TTC12"
"5675"	55897	16	0.704021489672439	"MESP1"
"5676"	4112	12	0.704021489672439	"MAGEB1"
"5677"	3418	22	0.703943250573753	"IDH2"
"5678"	54801	23	0.703838931775506	"HAUS6"
"5679"	29927	16	0.703838931775506	"SEC61A1"
"5680"	7398	17	0.703838931775506	"USP1"
"5681"	388796	18	0.703734612977258	"SNHG17"
"5682"	284756	15	0.703656373878573	"C20orf197"
"5683"	126282	19	0.703656373878573	"TNFAIP8L1"
"5684"	54585	22	0.703525975380764	"LZTFL1"
"5685"	3239	18	0.703525975380764	"HOXD13"
"5686"	811	18	0.703525975380764	"CALR"
"5687"	2220	10	0.703421656582516	"FCN2"
"5688"	54474	12	0.703343417483831	"KRT20"
"5689"	2995	21	0.703343417483831	"GYPC"
"5690"	996	14	0.703265178385145	"CDC27"
"5691"	1495	19	0.703213018986021	"CTNNA1"
"5692"	283104	20	0.703160859586898	"SBF2-AS1"
"5693"	144423	15	0.703108700187774	"GLT1D1"
"5694"	8399	16	0.70305654078865	"PLA2G10"
"5695"	84695	21	0.703004381389526	"LOXL3"
"5696"	285735	12	0.702900062591279	"LINC00326"
"5697"	6574	16	0.702900062591279	"SLC20A1"
"5698"	3339	22	0.702900062591279	"HSPG2"
"5699"	64098	21	0.70276966409347	"PARVG"
"5700"	4974	12	0.70276966409347	"OMG"
"5701"	84455	18	0.702691424994784	"EFCAB7"
"5702"	158219	14	0.702613185896098	"TTC39B"
"5703"	157724	6	0.702613185896098	"SLC7A13"
"5704"	115294	18	0.702534946797413	"PCMTD1"
"5705"	126308	22	0.702482787398289	"MOB3A"
"5706"	643332	12	0.702404548299604	"ECRP"
"5707"	6014	14	0.702404548299604	"RIT2"
"5708"	23654	20	0.702326309200918	"PLXNB2"
"5709"	283431	19	0.702221990402671	"GAS2L3"
"5710"	22823	23	0.702221990402671	"MTF2"
"5711"	4117	16	0.702221990402671	"MAK"
"5712"	54928	21	0.702117671604423	"IMPAD1"
"5713"	6737	12	0.702065512205299	"TRIM21"
"5714"	81555	18	0.702013352806176	"YIPF5"
"5715"	7782	12	0.701961193407052	"SLC30A4"
"5716"	221150	18	0.701909034007928	"SKA3"
"5717"	10095	20	0.701856874608805	"ARPC1B"
"5718"	4049	13	0.701804715209681	"LTA"
"5719"	1628	14	0.701726476110995	"DBP"
"5720"	889	18	0.701726476110995	"KRIT1"
"5721"	8187	15	0.70164823701231	"ZNF239"
"5722"	5362	20	0.701596077613186	"PLXNA2"
"5723"	28971	11	0.701543918214062	"AAMDC"
"5724"	90627	23	0.701491758814938	"STARD13"
"5725"	10661	10	0.701439599415815	"KLF1"
"5726"	55589	13	0.701387440016691	"BMP2K"
"5727"	189	12	0.701335280617567	"AGXT"
"5728"	57168	20	0.701257041518882	"ASPHD2"
"5729"	415	18	0.701257041518882	"ARSE"
"5730"	51744	15	0.701178802420196	"CD244"
"5731"	8569	14	0.701126643021072	"MKNK1"
"5732"	79611	21	0.701022324222825	"ACSS3"
"5733"	10197	17	0.701022324222825	"PSME3"
"5734"	3417	21	0.701022324222825	"IDH1"
"5735"	340273	12	0.700918005424577	"ABCB5"
"5736"	284837	19	0.70081368662633	"AATBC"
"5737"	160897	19	0.70081368662633	"GPR180"
"5738"	84530	12	0.70081368662633	"SRRM4"
"5739"	79908	15	0.700683288128521	"BTNL8"
"5740"	55628	9	0.700683288128521	"ZNF407"
"5741"	432	18	0.700605049029835	"ASGR1"
"5742"	401115	14	0.700474650532026	"C4orf48"
"5743"	11024	16	0.700474650532026	"LILRA1"
"5744"	5534	16	0.700474650532026	"PPP3R1"
"5745"	525	12	0.700474650532026	"ATP6V1B1"
"5746"	666	22	0.700344252034217	"BOK"
"5747"	55040	24	0.700292092635093	"EPN3"
"5748"	253982	21	0.700239933235969	"ASPHD1"
"5749"	6801	22	0.700187773836845	"STRN"
"5750"	64327	19	0.70010953473816	"LMBR1"
"5751"	1657	20	0.70010953473816	"DMXL1"
"5752"	6596	21	0.700031295639474	"HLTF"
"5753"	123920	19	0.69997913624035	"CMTM3"
"5754"	10640	20	0.699874817442103	"EXOC5"
"5755"	1128	12	0.699874817442103	"CHRM1"
"5756"	845	12	0.699874817442103	"CASQ2"
"5757"	2778	12	0.699770498643856	"GNAS"
"5758"	10449	20	0.69969225954517	"ACAA2"
"5759"	605	16	0.69969225954517	"BCL7A"
"5760"	100505687	21	0.699614020446484	"LINC00888"
"5761"	22846	18	0.699561861047361	"VASH1"
"5762"	55728	18	0.699483621948675	"N4BP2"
"5763"	23528	16	0.699483621948675	"ZNF281"
"5764"	1852	17	0.699379303150428	"DUSP9"
"5765"	1017	18	0.699379303150428	"CDK2"
"5766"	374899	15	0.699248904652618	"ZNF829"
"5767"	90522	16	0.699248904652618	"YIF1B"
"5768"	7003	22	0.699248904652618	"TEAD1"
"5769"	63827	14	0.699144585854371	"BCAN"
"5770"	27092	17	0.699092426455247	"CACNG4"
"5771"	56133	19	0.699040267056124	"PCDHB2"
"5772"	8476	21	0.698988107657	"CDC42BPA"
"5773"	338094	12	0.698909868558314	"FAM151A"
"5774"	2250	17	0.698909868558314	"FGF5"
"5775"	9735	23	0.698831629459629	"KNTC1"
"5776"	100862680	6	0.698727310661381	"LINC00507"
"5777"	91860	20	0.698727310661381	"CALML4"
"5778"	9019	20	0.698727310661381	"MPZL1"
"5779"	84255	15	0.698622991863134	"SLC37A3"
"5780"	170850	20	0.698544752764448	"KCNG3"
"5781"	85462	13	0.698544752764448	"FHDC1"
"5782"	55783	15	0.698440433966201	"CMTR2"
"5783"	51177	22	0.698440433966201	"PLEKHO1"
"5784"	10732	17	0.698336115167953	"TCFL5"
"5785"	8869	19	0.698336115167953	"ST3GAL5"
"5786"	8364	16	0.698257876069268	"HIST1H4C"
"5787"	389860	11	0.698179636970582	"PAGE2B"
"5788"	56990	21	0.698179636970582	"CDC42SE2"
"5789"	3763	13	0.698101397871897	"KCNJ6"
"5790"	54981	21	0.698049238472773	"NMRK1"
"5791"	4542	20	0.697970999374087	"MYO1F"
"5792"	2705	15	0.697970999374087	"GJB1"
"5793"	143941	11	0.69786668057584	"TTC36"
"5794"	57634	13	0.69786668057584	"EP400"
"5795"	63935	13	0.697762361777592	"PCIF1"
"5796"	637	20	0.697762361777592	"BID"
"5797"	29097	13	0.697684122678907	"CNIH4"
"5798"	84675	19	0.697605883580221	"TRIM55"
"5799"	26272	22	0.697605883580221	"FBXO4"
"5800"	1633	18	0.697527644481536	"DCK"
"5801"	9715	15	0.69744940538285	"FAM131B"
"5802"	863	22	0.69744940538285	"CBFA2T3"
"5803"	100652781	13	0.697371166284164	"SNX29P1"
"5804"	54988	13	0.697319006885041	"ACSM5"
"5805"	1384	20	0.697266847485917	"CRAT"
"5806"	55198	18	0.697214688086793	"APPL2"
"5807"	10165	21	0.697162528687669	"SLC25A13"
"5808"	57291	18	0.697110369288546	"DANCR"
"5809"	79070	20	0.697058209889422	"KDELC1"
"5810"	283349	18	0.696953891091175	"RASSF3"
"5811"	58488	13	0.696953891091175	"PCTP"
"5812"	10735	12	0.696953891091175	"STAG2"
"5813"	26090	19	0.696823492593365	"ABHD12"
"5814"	9215	21	0.696823492593365	"LARGE1"
"5815"	100874291	17	0.696640934696432	"ALMS1-IT1"
"5816"	49854	20	0.696640934696432	"ZBTB21"
"5817"	8804	18	0.696640934696432	"CREG1"
"5818"	6403	15	0.696640934696432	"SELP"
"5819"	5613	21	0.696640934696432	"PRKX"
"5820"	8789	10	0.696484456499061	"FBP2"
"5821"	84894	18	0.696406217400376	"LINGO1"
"5822"	6718	11	0.696406217400376	"AKR1D1"
"5823"	54962	21	0.69632797830169	"TIPIN"
"5824"	84247	18	0.696275818902566	"LDOC1L"
"5825"	5315	21	0.696223659503443	"PKM"
"5826"	10026	23	0.696145420404757	"PIGK"
"5827"	2051	19	0.696145420404757	"EPHB6"
"5828"	84676	10	0.696015021906948	"TRIM63"
"5829"	8336	16	0.696015021906948	"HIST1H2AM"
"5830"	3714	21	0.696015021906948	"JAG2"
"5831"	57180	16	0.6959107031087	"ACTR3B"
"5832"	100505573	18	0.695832464010015	"INAFM2"
"5833"	8536	20	0.695832464010015	"CAMK1"
"5834"	55120	17	0.695728145211767	"FANCL"
"5835"	9666	22	0.695728145211767	"DZIP3"
"5836"	255631	10	0.695649906113082	"COL24A1"
"5837"	54621	19	0.695597746713958	"VSIG10"
"5838"	54790	18	0.695519507615272	"TET2"
"5839"	959	9	0.695519507615272	"CD40LG"
"5840"	3456	7	0.695441268516587	"IFNB1"
"5841"	1613	13	0.695389109117463	"DAPK3"
"5842"	56899	23	0.695284790319216	"ANKS1B"
"5843"	23029	15	0.695284790319216	"RBM34"
"5844"	5782	20	0.695284790319216	"PTPN12"
"5845"	3033	21	0.695180471520968	"HADH"
"5846"	79956	24	0.695102232422283	"ERMP1"
"5847"	643	15	0.695102232422283	"CXCR5"
"5848"	8934	24	0.695023993323597	"RAB29"
"5849"	48	19	0.694971833924473	"ACO1"
"5850"	728192	17	0.694919674525349	"LINC00460"
"5851"	26769	19	0.694867515126226	"SNORD81"
"5852"	84552	18	0.69478927602754	"PARD6G"
"5853"	8797	19	0.69478927602754	"TNFRSF10A"
"5854"	145389	21	0.694711036928855	"SLC38A6"
"5855"	60681	23	0.694658877529731	"FKBP10"
"5856"	375287	17	0.694580638431045	"RBM43"
"5857"	56894	22	0.694580638431045	"AGPAT3"
"5858"	112574	15	0.694476319632798	"SNX18"
"5859"	11051	19	0.694476319632798	"NUDT21"
"5860"	100506388	12	0.694345921134988	"LOC100506388"
"5861"	10613	18	0.694345921134988	"ERLIN1"
"5862"	4151	18	0.694345921134988	"MB"
"5863"	8773	19	0.694163363238055	"SNAP23"
"5864"	6361	10	0.694163363238055	"CCL17"
"5865"	6237	21	0.694163363238055	"RRAS"
"5866"	3014	17	0.694163363238055	"H2AFX"
"5867"	7360	17	0.694032964740246	"UGP2"
"5868"	440193	26	0.693928645941999	"CCDC88C"
"5869"	9728	14	0.693928645941999	"SECISBP2L"
"5870"	6461	20	0.693928645941999	"SHB"
"5871"	653121	19	0.693772167744628	"ZBTB8A"
"5872"	441151	13	0.693772167744628	"TMEM151B"
"5873"	79925	15	0.693772167744628	"SPEF2"
"5874"	25874	18	0.693641769246818	"MPC2"
"5875"	5985	20	0.693641769246818	"RFC5"
"5876"	7425	16	0.693563530148133	"VGF"
"5877"	94025	14	0.693459211349885	"MUC16"
"5878"	23178	19	0.693459211349885	"PASK"
"5879"	4653	6	0.693459211349885	"MYOC"
"5880"	9706	23	0.693354892551638	"ULK2"
"5881"	57709	13	0.693276653452952	"SLC7A14"
"5882"	7253	13	0.693276653452952	"TSHR"
"5883"	1435	22	0.693198414354267	"CSF1"
"5884"	388115	25	0.693146254955143	"C15orf52"
"5885"	64785	19	0.693041936156895	"GINS3"
"5886"	54910	16	0.693041936156895	"SEMA4C"
"5887"	1112	16	0.693041936156895	"FOXN3"
"5888"	91373	18	0.692885457959524	"UAP1L1"
"5889"	51571	20	0.692885457959524	"FAM49B"
"5890"	51440	14	0.692885457959524	"HPCAL4"
"5891"	868	18	0.692781139161277	"CBLB"
"5892"	10963	17	0.692728979762153	"STIP1"
"5893"	246777	20	0.692624660963906	"SPESP1"
"5894"	222663	13	0.692624660963906	"SCUBE3"
"5895"	64420	18	0.692624660963906	"SUSD1"
"5896"	51495	21	0.692520342165658	"HACD3"
"5897"	7257	12	0.692468182766535	"TSNAX"
"5898"	57396	16	0.692389943667849	"CLK4"
"5899"	25934	19	0.692389943667849	"NIPSNAP3A"
"5900"	150084	13	0.692311704569163	"IGSF5"
"5901"	91452	14	0.69225954517004	"ACBD5"
"5902"	102	19	0.692207385770916	"ADAM10"
"5903"	91120	21	0.692155226371792	"ZNF682"
"5904"	84248	18	0.692103066972668	"FYTTD1"
"5905"	10020	22	0.692050907573545	"GNE"
"5906"	27345	18	0.691998748174421	"KCNMB4"
"5907"	25941	20	0.691946588775297	"TPGS2"
"5908"	55681	14	0.691868349676612	"SCYL2"
"5909"	1571	16	0.691868349676612	"CYP2E1"
"5910"	203328	21	0.691790110577926	"SUSD3"
"5911"	84662	22	0.691711871479241	"GLIS2"
"5912"	1032	17	0.691711871479241	"CDKN2D"
"5913"	1163	23	0.691633632380555	"CKS1B"
"5914"	116135	19	0.691555393281869	"LRRC3B"
"5915"	10864	13	0.691555393281869	"SLC22A7"
"5916"	6892	15	0.691477154183184	"TAPBP"
"5917"	56341	11	0.691398915084498	"PRMT8"
"5918"	7465	21	0.691398915084498	"WEE1"
"5919"	151050	13	0.691242436887127	"KANSL1L"
"5920"	57542	20	0.691242436887127	"KLHL42"
"5921"	27145	16	0.691242436887127	"FILIP1"
"5922"	7461	20	0.691242436887127	"CLIP2"
"5923"	100287482	21	0.691112038389318	"SMKR1"
"5924"	129049	19	0.69100771959107	"SGSM1"
"5925"	55269	19	0.69100771959107	"PSPC1"
"5926"	54821	18	0.69100771959107	"ERCC6L"
"5927"	6567	21	0.690903400792823	"SLC16A2"
"5928"	51000	16	0.690851241393699	"SLC35B3"
"5929"	25957	18	0.690773002295014	"PNISR"
"5930"	10873	18	0.690773002295014	"ME3"
"5931"	131096	17	0.690668683496766	"KCNH8"
"5932"	5911	17	0.690668683496766	"RAP2A"
"5933"	5939	24	0.69059044439808	"RBMS2"
"5934"	5324	16	0.690538284998957	"PLAG1"
"5935"	9436	11	0.690486125599833	"NCR2"
"5936"	348654	17	0.690433966200709	"GEN1"
"5937"	10443	22	0.690381806801586	"N4BP2L2"
"5938"	56130	16	0.690329647402462	"PCDHB6"
"5939"	374491	17	0.690277488003338	"TPTE2P6"
"5940"	4018	9	0.690225328604214	"LPA"
"5941"	128876	14	0.690147089505529	"FAM83C"
"5942"	80005	17	0.690147089505529	"DOCK5"
"5943"	374946	16	0.690042770707281	"DRAXIN"
"5944"	9818	17	0.690042770707281	"NUP58"
"5945"	100505702	15	0.689964531608596	"LINC01094"
"5946"	80210	25	0.68988629250991	"ARMC9"
"5947"	1643	17	0.68988629250991	"DDB2"
"5948"	200942	16	0.689781973711663	"KLHDC8B"
"5949"	56154	21	0.689781973711663	"TEX15"
"5950"	1595	23	0.689703734612977	"CYP51A1"
"5951"	8632	10	0.689651575213854	"DNAH17"
"5952"	9462	19	0.68959941581473	"RASAL2"
"5953"	84319	15	0.689547256415606	"CMSS1"
"5954"	9498	19	0.689495097016482	"SLC4A8"
"5955"	92565	13	0.689390778218235	"FANK1"
"5956"	2913	14	0.689390778218235	"GRM3"
"5957"	1995	17	0.689390778218235	"ELAVL3"
"5958"	23338	16	0.689260379720426	"JADE2"
"5959"	10071	12	0.689260379720426	"MUC12"
"5960"	113251	22	0.689156060922178	"LARP4"
"5961"	22861	20	0.689156060922178	"NLRP1"
"5962"	29984	24	0.689077821823493	"RHOD"
"5963"	222161	24	0.688973503025245	"DKFZP586I1420"
"5964"	115209	15	0.688973503025245	"OMA1"
"5965"	5063	15	0.688973503025245	"PAK3"
"5966"	283600	11	0.688869184226998	"SLC25A47"
"5967"	10455	18	0.688817024827874	"ECI2"
"5968"	178	18	0.68876486542875	"AGL"
"5969"	55106	14	0.688712706029627	"SLFN12"
"5970"	93550	19	0.688634466930941	"ZFAND4"
"5971"	64854	19	0.688634466930941	"USP46"
"5972"	11275	14	0.688556227832255	"KLHL2"
"5973"	3329	20	0.68847798873357	"HSPD1"
"5974"	1200	18	0.68847798873357	"TPP1"
"5975"	644353	10	0.688399749634884	"ZCCHC18"
"5976"	157567	20	0.688347590235761	"ANKRD46"
"5977"	7786	15	0.688269351137075	"MAP3K12"
"5978"	4634	7	0.688269351137075	"MYL3"
"5979"	55620	21	0.688191112038389	"STAP2"
"5980"	1241	20	0.688138952639266	"LTB4R"
"5981"	114897	14	0.688086793240142	"C1QTNF1"
"5982"	10942	17	0.688008554141456	"PRSS21"
"5983"	4323	23	0.688008554141456	"MMP14"
"5984"	117245	15	0.687852075944085	"HRASLS5"
"5985"	84133	22	0.687852075944085	"ZNRF3"
"5986"	5775	18	0.687852075944085	"PTPN4"
"5987"	320	17	0.687852075944085	"APBA1"
"5988"	4664	17	0.687695597746714	"NAB1"
"5989"	2775	20	0.687695597746714	"GNAO1"
"5990"	389792	21	0.687565199248905	"IER5L"
"5991"	163051	21	0.687565199248905	"ZNF709"
"5992"	7301	18	0.687565199248905	"TYRO3"
"5993"	9256	15	0.687434800751095	"TSPOAP1"
"5994"	6645	21	0.687434800751095	"SNTB2"
"5995"	284359	9	0.687330481952848	"IZUMO1"
"5996"	26232	20	0.687330481952848	"FBXO2"
"5997"	10057	19	0.687252242854162	"ABCC5"
"5998"	140609	16	0.687174003755477	"NEK7"
"5999"	81855	17	0.687174003755477	"SFXN3"
"6000"	64843	19	0.687069684957229	"ISL2"
"6001"	55088	14	0.687069684957229	"CCDC186"
"6002"	63876	14	0.686965366158982	"PKNOX2"
"6003"	22925	10	0.686965366158982	"PLA2R1"
"6004"	169981	21	0.686808887961611	"SPIN3"
"6005"	65110	12	0.686808887961611	"UPF3A"
"6006"	57587	15	0.686808887961611	"CFAP97"
"6007"	10283	11	0.686808887961611	"CWC27"
"6008"	27294	13	0.686678489463801	"DHDH"
"6009"	340156	10	0.686626330064678	"MYLK4"
"6010"	5002	17	0.686574170665554	"SLC22A18"
"6011"	9849	19	0.68652201126643	"ZNF518A"
"6012"	2998	12	0.686469851867306	"GYS2"
"6013"	147015	12	0.686417692468183	"DHRS13"
"6014"	57030	12	0.686365533069059	"SLC17A7"
"6015"	84883	21	0.686261214270812	"AIFM2"
"6016"	2181	16	0.686261214270812	"ACSL3"
"6017"	780	22	0.686261214270812	"DDR1"
"6018"	11214	18	0.68610473607344	"AKAP13"
"6019"	5992	19	0.68610473607344	"RFX4"
"6020"	5591	16	0.68610473607344	"PRKDC"
"6021"	7024	16	0.686000417275193	"TFCP2"
"6022"	55715	19	0.685922178176507	"DOK4"
"6023"	23443	21	0.685922178176507	"SLC35A3"
"6024"	57664	16	0.685843939077822	"PLEKHA4"
"6025"	83416	16	0.685791779678698	"FCRL5"
"6026"	10625	16	0.685739620279574	"IVNS1ABP"
"6027"	4920	17	0.685687460880451	"ROR2"
"6028"	116987	18	0.685635301481327	"AGAP1"
"6029"	79989	20	0.685583142082203	"TTC26"
"6030"	5187	16	0.685530982683079	"PER1"
"6031"	114990	23	0.685452743584394	"VASN"
"6032"	5891	13	0.685452743584394	"MOK"
"6033"	101928100	13	0.685348424786146	"LOC101928100"
"6034"	79890	19	0.685348424786146	"RIN3"
"6035"	56204	20	0.685218026288337	"FAM214A"
"6036"	55857	22	0.685218026288337	"KIZ"
"6037"	2259	17	0.685218026288337	"FGF14"
"6038"	11179	19	0.68511370749009	"ZNF277"
"6039"	9939	21	0.685061548090966	"RBM8A"
"6040"	3737	17	0.685009388691842	"KCNA2"
"6041"	10068	13	0.684957229292719	"IL18BP"
"6042"	51520	14	0.684905069893595	"LARS"
"6043"	368	17	0.684852910494471	"ABCC6"
"6044"	79707	11	0.684774671395786	"NOL9"
"6045"	3273	11	0.684774671395786	"HRG"
"6046"	256536	10	0.6846964322971	"TCERG1L"
"6047"	27332	11	0.684644272897976	"ZNF638"
"6048"	3675	25	0.684592113498853	"ITGA3"
"6049"	1807	15	0.684539954099729	"DPYS"
"6050"	7678	17	0.684487794700605	"ZNF124"
"6051"	54512	12	0.684435635301481	"EXOSC4"
"6052"	23604	19	0.684383475902358	"DAPK2"
"6053"	2538	12	0.684305236803672	"G6PC"
"6054"	1559	16	0.684305236803672	"CYP2C9"
"6055"	10721	19	0.684226997704986	"POLQ"
"6056"	54825	13	0.684174838305863	"CDHR2"
"6057"	1593	19	0.684122678906739	"CYP27A1"
"6058"	55055	21	0.684070519507615	"ZWILCH"
"6059"	101929497	9	0.68399228040893	"LOC101929497"
"6060"	2785	14	0.68399228040893	"GNG3"
"6061"	11189	9	0.683914041310244	"CELF3"
"6062"	5798	13	0.68386188191112	"PTPRN"
"6063"	5034	17	0.683809722511997	"P4HB"
"6064"	79767	21	0.683757563112873	"ELMO3"
"6065"	23765	21	0.683679324014187	"IL17RA"
"6066"	6541	21	0.683679324014187	"SLC7A1"
"6067"	145837	13	0.683548925516378	"DRAIC"
"6068"	57524	12	0.683548925516378	"CASKIN1"
"6069"	28986	23	0.683548925516378	"MAGEH1"
"6070"	1540	24	0.683444606718131	"CYLD"
"6071"	152518	16	0.683392447319007	"NFXL1"
"6072"	151176	19	0.683340287919883	"ERFE"
"6073"	653	15	0.683288128520759	"BMP5"
"6074"	8778	15	0.683235969121636	"SIGLEC5"
"6075"	9322	24	0.68315773002295	"TRIP10"
"6076"	534	12	0.68315773002295	"ATP6V1G2"
"6077"	728927	21	0.683079490924265	"ZNF736"
"6078"	140890	19	0.682975172126017	"SREK1"
"6079"	8970	10	0.682975172126017	"HIST1H2BJ"
"6080"	8895	16	0.682975172126017	"CPNE3"
"6081"	27032	17	0.682844773628208	"ATP2C1"
"6082"	23762	15	0.682844773628208	"OSBP2"
"6083"	127943	16	0.68274045482996	"FCRLB"
"6084"	64711	13	0.68274045482996	"HS3ST6"
